country,sex,year,mean_bmi_urban,urban_lower_ci,urban_upper_ci,mean_bmi_rural,rural_lower_ci,rural_upper_ci
Netherlands,Men,2004,25.50095,25.15394,25.84545,25.63892,25.23007,26.04944
Netherlands,Men,2005,25.5595,25.20841,25.90579,25.68931,25.2847,26.10788
Netherlands,Men,2006,25.61233,25.25699,25.9594,25.734,25.31769,26.15064
Netherlands,Men,2007,25.65944,25.29532,26.01763,25.77295,25.34204,26.19721
Netherlands,Men,2008,25.70069,25.32447,26.06459,25.80605,25.36532,26.24203
Netherlands,Men,2009,25.73657,25.35129,26.11847,25.83378,25.3837,26.28637
Netherlands,Men,2010,25.76753,25.35371,26.16491,25.85659,25.3886,26.32995
Netherlands,Men,2011,25.79442,25.3518,26.21656,25.87532,25.38439,26.37518
Netherlands,Men,2012,25.81864,25.33856,26.27431,25.8914,25.36592,26.42049
Netherlands,Men,2013,25.84122,25.32137,26.34049,25.90582,25.33957,26.47141
Netherlands,Men,2014,25.86352,25.2922,26.40606,25.91997,25.30824,26.53365
Netherlands,Men,2015,25.88633,25.25281,26.4888,25.93462,25.2497,26.60373
Netherlands,Men,2016,25.90963,25.21603,26.57652,25.94977,25.20289,26.68333
Netherlands,Men,2017,25.9329,25.1597,26.67091,25.96489,25.14816,26.75535
New Zealand,Men,1985,25.26265,24.5416,25.99984,25.34359,24.51099,26.17967
New Zealand,Men,1986,25.36225,24.71051,26.02902,25.43806,24.66591,26.19984
New Zealand,Men,1987,25.46126,24.86793,26.06443,25.53193,24.81454,26.22035
New Zealand,Men,1988,25.56032,25.02566,26.12273,25.62586,24.96642,26.26565
New Zealand,Men,1989,25.65951,25.15598,26.18046,25.71992,25.1045,26.31474
New Zealand,Men,1990,25.75916,25.28783,26.24749,25.81444,25.23004,26.37691
New Zealand,Men,1991,25.8595,25.41858,26.3169,25.90964,25.35886,26.45397
New Zealand,Men,1992,25.96059,25.54655,26.38992,26.0056,25.48563,26.52586
New Zealand,Men,1993,26.06245,25.66531,26.47797,26.10232,25.60747,26.60008
New Zealand,Men,1994,26.16524,25.78419,26.56202,26.19999,25.72574,26.67952
New Zealand,Men,1995,26.26873,25.90149,26.65992,26.29834,25.84002,26.75384
New Zealand,Men,1996,26.37353,26.01196,26.75033,26.39801,25.94654,26.84105
New Zealand,Men,1997,26.47955,26.12243,26.84667,26.4989,26.06588,26.93713
New Zealand,Men,1998,26.58679,26.2282,26.95096,26.601,26.17225,27.0269
New Zealand,Men,1999,26.69506,26.34102,27.06013,26.70414,26.28081,27.12472
New Zealand,Men,2000,26.80331,26.45338,27.16633,26.80726,26.39101,27.22287
New Zealand,Men,2001,26.91098,26.56306,27.26797,26.90979,26.50222,27.31459
New Zealand,Men,2002,27.01654,26.6728,27.36084,27.01022,26.61022,27.41258
New Zealand,Men,2003,27.11925,26.78158,27.45641,27.1078,26.7151,27.50339
New Zealand,Men,2004,27.2183,26.88805,27.54177,27.20171,26.8172,27.59339
New Zealand,Men,2005,27.31275,26.98944,27.62512,27.29103,26.91364,27.67088
New Zealand,Men,2006,27.40193,27.08953,27.70303,27.37507,27.00336,27.74924
New Zealand,Men,2007,27.4857,27.18451,27.77953,27.45371,27.09474,27.8181
New Zealand,Men,2008,27.56342,27.27485,27.85096,27.5263,27.17463,27.87879
New Zealand,Men,2009,27.63512,27.36121,27.91745,27.59287,27.24868,27.93767
New Zealand,Men,2010,27.7001,27.42858,27.97598,27.65271,27.30854,27.99771
New Zealand,Men,2011,27.75927,27.48954,28.03306,27.70675,27.35747,28.04661
New Zealand,Men,2012,27.81444,27.54192,28.08381,27.75679,27.3997,28.10237
New Zealand,Men,2013,27.86746,27.5876,28.1511,27.80467,27.43764,28.1621
New Zealand,Men,2014,27.91906,27.61903,28.21886,27.85115,27.45799,28.22617
New Zealand,Men,2015,27.97019,27.63271,28.29901,27.89714,27.47511,28.29822
New Zealand,Men,2016,28.02116,27.64131,28.39482,27.94297,27.48219,28.37673
New Zealand,Men,2017,28.07218,27.64123,28.49228,27.98886,27.48163,28.47635
Nicaragua,Men,1985,24.76778,23.01164,26.52439,23.6354,21.7783,25.55788
Nicaragua,Men,1986,24.848,23.13592,26.55111,23.71461,21.89951,25.5809
Nicaragua,Men,1987,24.92827,23.24386,26.57667,23.79387,22.01929,25.6015
Nicaragua,Men,1988,25.00887,23.35573,26.63622,23.87345,22.13471,25.63971
Nicaragua,Men,1989,25.08975,23.47189,26.67658,23.95332,22.2544,25.66779
Nicaragua,Men,1990,25.17083,23.59524,26.70749,24.03339,22.36435,25.71352
Nicaragua,Men,1991,25.2519,23.71084,26.75376,24.11345,22.48552,25.78455
Nicaragua,Men,1992,25.33339,23.81704,26.81585,24.19393,22.59416,25.82674
Nicaragua,Men,1993,25.41476,23.93031,26.88093,24.27429,22.68599,25.88245
Nicaragua,Men,1994,25.4966,24.03913,26.95386,24.35511,22.81322,25.95834
Nicaragua,Men,1995,25.57906,24.14545,27.02116,24.43656,22.91237,26.00651
Nicaragua,Men,1996,25.66239,24.22891,27.09029,24.51889,22.99888,26.07455
Nicaragua,Men,1997,25.74656,24.32392,27.16213,24.60204,23.09225,26.15664
Nicaragua,Men,1998,25.83142,24.42385,27.24202,24.68589,23.18319,26.24138
Nicaragua,Men,1999,25.91635,24.51622,27.31491,24.76981,23.27022,26.32171
Nicaragua,Men,2000,26.00067,24.62406,27.39131,24.85312,23.37692,26.40645
Nicaragua,Men,2001,26.08417,24.71887,27.48212,24.9356,23.46331,26.48917
Nicaragua,Men,2002,26.16653,24.8103,27.55506,25.01695,23.54164,26.5634
Nicaragua,Men,2003,26.24763,24.8766,27.62131,25.09705,23.61951,26.63904
Nicaragua,Men,2004,26.32704,24.94871,27.70828,25.17545,23.67969,26.71053
Nicaragua,Men,2005,26.40484,25.0307,27.79683,25.25223,23.76024,26.78585
Nicaragua,Men,2006,26.48021,25.11267,27.86652,25.32659,23.81767,26.86116
Nicaragua,Men,2007,26.55436,25.17795,27.93298,25.39972,23.87701,26.92797
Nicaragua,Men,2008,26.62741,25.23709,28.02353,25.47177,23.95712,27.00308
Nicaragua,Men,2009,26.69952,25.29578,28.1075,25.54286,24.02007,27.07365
Nicaragua,Men,2010,26.7701,25.3398,28.20395,25.61243,24.07447,27.15118
Nicaragua,Men,2011,26.84007,25.38407,28.29409,25.68139,24.12494,27.24355
Nicaragua,Men,2012,26.90932,25.44803,28.38244,25.74962,24.1782,27.32768
Nicaragua,Men,2013,26.97786,25.48257,28.4753,25.81716,24.23126,27.4104
Nicaragua,Men,2014,27.0462,25.50654,28.58751,25.88448,24.27231,27.49996
Nicaragua,Men,2015,27.11396,25.5448,28.69394,25.95124,24.28971,27.60097
Nicaragua,Men,2016,27.18158,25.54455,28.79068,26.01785,24.31061,27.71267
Nicaragua,Men,2017,27.24887,25.57636,28.89912,26.08413,24.32793,27.84624
Niger,Men,1985,20.76862,19.1969,22.36147,19.45971,18.01464,20.96123
Niger,Men,1986,20.8266,19.33176,22.36047,19.52095,18.15371,20.95162
Niger,Men,1987,20.88449,19.4433,22.35538,19.58211,18.28565,20.93643
Niger,Men,1988,20.9427,19.5627,22.36573,19.6436,18.41899,20.92697
Niger,Men,1989,21.00093,19.66029,22.37833,19.7051,18.52593,20.9192
Niger,Men,1990,21.05877,19.76537,22.40774,19.76621,18.63412,20.91028
Niger,Men,1991,21.11622,19.86879,22.42625,19.82692,18.73614,20.9249
Niger,Men,1992,21.17386,19.96176,22.45136,19.88784,18.83184,20.94239
Niger,Men,1993,21.23173,20.05611,22.48033,19.94897,18.92846,20.97599
Niger,Men,1994,21.29019,20.14177,22.5063,20.0107,19.0325,21.0008
Niger,Men,1995,21.34938,20.22651,22.5311,20.07316,19.12199,21.03719
Niger,Men,1996,21.41,20.30101,22.57142,20.13706,19.21312,21.07262
Niger,Men,1997,21.47197,20.36555,22.60093,20.2023,19.29848,21.11468
Niger,Men,1998,21.53541,20.45052,22.63648,20.269,19.39958,21.16492
Niger,Men,1999,21.60026,20.53011,22.68413,20.33712,19.48341,21.19333
Niger,Men,2000,21.6662,20.60955,22.72491,20.40633,19.56952,21.24015
Niger,Men,2001,21.73277,20.69115,22.76914,20.47617,19.67,21.2881
Niger,Men,2002,21.79866,20.77523,22.81908,20.54533,19.75884,21.32768
Niger,Men,2003,21.86338,20.86202,22.86879,20.61332,19.84133,21.38406
Niger,Men,2004,21.92622,20.93922,22.91,20.67943,19.93394,21.4298
Niger,Men,2005,21.98586,21.01086,22.96848,20.74234,20.00133,21.48118
Niger,Men,2006,22.04112,21.06747,23.01708,20.80087,20.07778,21.53611
Niger,Men,2007,22.092,21.12635,23.06954,20.85502,20.13751,21.57863
Niger,Men,2008,22.13775,21.17348,23.12434,20.90404,20.18286,21.62938
Niger,Men,2009,22.17761,21.20151,23.18379,20.94717,20.21286,21.67501
Niger,Men,2010,22.21176,21.21996,23.24061,20.98459,20.24566,21.72835
Niger,Men,2011,22.24151,21.233,23.28584,21.01761,20.25648,21.78964
Niger,Men,2012,22.26779,21.23754,23.33119,21.04715,20.25901,21.84674
Niger,Men,2013,22.29248,21.23394,23.39447,21.07511,20.23772,21.90517
Niger,Men,2014,22.31745,21.21915,23.46221,21.10335,20.20784,21.99073
Niger,Men,2015,22.34261,21.18899,23.53281,21.13179,20.17676,22.08077
Niger,Men,2016,22.36791,21.15341,23.5913,21.16036,20.13896,22.16767
Niger,Men,2017,22.39277,21.13182,23.66532,21.18848,20.10221,22.26229
Nigeria,Men,1985,21.65776,20.79822,22.53762,20.76447,19.92074,21.62589
Nigeria,Men,1986,21.7044,20.91785,22.50271,20.81386,20.03466,21.59436
Nigeria,Men,1987,21.75104,21.01463,22.48321,20.86324,20.143,21.5792
Nigeria,Men,1988,21.79817,21.12155,22.48077,20.91312,20.25379,21.57074
Nigeria,Men,1989,21.84539,21.21596,22.48186,20.96309,20.34903,21.57329
Nigeria,Men,1990,21.89196,21.29362,22.48962,21.01241,20.43492,21.59205
Nigeria,Men,1991,21.93775,21.37202,22.504,21.06094,20.50711,21.61063
Nigeria,Men,1992,21.98352,21.4374,22.53325,21.10946,20.57751,21.64164
Nigeria,Men,1993,22.02943,21.49663,22.56383,21.15812,20.63621,21.67877
Nigeria,Men,1994,22.07585,21.54579,22.60626,21.20728,20.68265,21.72594
Nigeria,Men,1995,22.12275,21.58997,22.64469,21.25692,20.74181,21.77953
Nigeria,Men,1996,22.171,21.63576,22.6934,21.30792,20.79213,21.82544
Nigeria,Men,1997,22.22025,21.68301,22.74174,21.35992,20.84178,21.8809
Nigeria,Men,1998,22.27138,21.73454,22.79462,21.41379,20.89671,21.93691
Nigeria,Men,1999,22.32404,21.78927,22.8438,21.4692,20.94978,21.98431
Nigeria,Men,2000,22.37734,21.83822,22.89785,21.52524,21.0082,22.03553
Nigeria,Men,2001,22.4311,21.89701,22.94368,21.58175,21.07348,22.08606
Nigeria,Men,2002,22.48433,21.95476,22.99511,21.63773,21.13284,22.1372
Nigeria,Men,2003,22.53648,22.01448,23.04977,21.69262,21.1947,22.18709
Nigeria,Men,2004,22.58696,22.06874,23.0982,21.74585,21.25214,22.22646
Nigeria,Men,2005,22.6341,22.11675,23.14156,21.79574,21.30724,22.27506
Nigeria,Men,2006,22.67725,22.15997,23.18626,21.84164,21.35842,22.31454
Nigeria,Men,2007,22.71676,22.19138,23.23109,21.88389,21.39657,22.35448
Nigeria,Men,2008,22.75138,22.21133,23.27566,21.92126,21.43473,22.3974
Nigeria,Men,2009,22.78102,22.21489,23.31721,21.95365,21.45475,22.44019
Nigeria,Men,2010,22.80533,22.22377,23.36834,21.9807,21.45317,22.49668
Nigeria,Men,2011,22.82534,22.21498,23.42172,22.00346,21.43013,22.54081
Nigeria,Men,2012,22.84223,22.18932,23.47895,22.0231,21.42099,22.59287
Nigeria,Men,2013,22.85736,22.14533,23.53885,22.04097,21.39443,22.66457
Nigeria,Men,2014,22.87328,22.09809,23.59317,22.05963,21.35667,22.72304
Nigeria,Men,2015,22.88945,22.0366,23.67991,22.07855,21.30025,22.79506
Nigeria,Men,2016,22.90567,21.98276,23.76314,22.09752,21.24922,22.8819
Nigeria,Men,2017,22.92169,21.90887,23.8362,22.11628,21.19059,22.97347
Niue,Men,1985,30.66272,28.99195,32.33827,28.8324,27.1696,30.49669
Niue,Men,1986,30.70078,29.08791,32.3152,28.92363,27.3294,30.52424
Niue,Men,1987,30.73821,29.19186,32.27813,29.01422,27.47927,30.55504
Niue,Men,1988,30.77501,29.29264,32.28524,29.10419,27.62198,30.59334
Niue,Men,1989,30.81086,29.38087,32.29398,29.1932,27.77817,30.62418
Niue,Men,1990,30.84536,29.46232,32.29518,29.28088,27.91831,30.67003
Niue,Men,1991,30.8781,29.51504,32.29323,29.36679,28.04356,30.70186
Niue,Men,1992,30.90926,29.58343,32.27177,29.45111,28.16713,30.7519
Niue,Men,1993,30.93842,29.64724,32.26612,29.53344,28.27433,30.7939
Niue,Men,1994,30.96537,29.70549,32.25927,29.61356,28.38837,30.8368
Niue,Men,1995,30.98943,29.74358,32.2532,29.69078,28.48615,30.88918
Niue,Men,1996,31.01184,29.79402,32.2439,29.76635,28.58539,30.93126
Niue,Men,1997,31.03324,29.84312,32.23798,29.84093,28.68547,30.9873
Niue,Men,1998,31.05463,29.88684,32.2392,29.91548,28.79767,31.02466
Niue,Men,1999,31.07598,29.92883,32.2431,29.99,28.89616,31.09118
Niue,Men,2000,31.09783,29.98148,32.2444,30.06502,28.98849,31.15431
Niue,Men,2001,31.12048,30.01485,32.24984,30.14083,29.07846,31.20538
Niue,Men,2002,31.14425,30.04874,32.26039,30.21777,29.16952,31.25533
Niue,Men,2003,31.17018,30.09475,32.27486,30.29687,29.27487,31.31548
Niue,Men,2004,31.19774,30.13323,32.29379,30.3776,29.36645,31.37751
Niue,Men,2005,31.22656,30.1761,32.29489,30.45958,29.46354,31.44437
Niue,Men,2006,31.25661,30.21388,32.31531,30.5428,29.57252,31.52197
Niue,Men,2007,31.28798,30.26337,32.3295,30.62733,29.66399,31.58081
Niue,Men,2008,31.32041,30.29482,32.35675,30.71294,29.75368,31.65873
Niue,Men,2009,31.3544,30.3307,32.37974,30.80009,29.85706,31.72549
Niue,Men,2010,31.38823,30.36446,32.412,30.88709,29.95478,31.82663
Niue,Men,2011,31.42233,30.39361,32.44682,30.97435,30.04069,31.92128
Niue,Men,2012,31.4572,30.42634,32.48414,31.06239,30.11757,32.01531
Niue,Men,2013,31.49204,30.4489,32.52939,31.1504,30.18583,32.12378
Niue,Men,2014,31.52699,30.44596,32.60404,31.23851,30.24385,32.23105
Niue,Men,2015,31.56185,30.43038,32.66669,31.32655,30.30418,32.35791
Niue,Men,2016,31.59682,30.4081,32.75735,31.41468,30.35051,32.48473
Niue,Men,2017,31.63184,30.38354,32.84423,31.50287,30.39349,32.62175
North Korea,Men,1985,22.36725,19.83487,24.90267,21.46651,18.92073,24.02957
North Korea,Men,1986,22.43269,19.92404,24.94234,21.54027,19.01398,24.08615
North Korea,Men,1987,22.49834,19.99558,24.9799,21.61425,19.1005,24.14605
North Korea,Men,1988,22.56423,20.0674,25.03493,21.68847,19.1755,24.18277
North Korea,Men,1989,22.63016,20.14297,25.10244,21.76272,19.28536,24.25219
North Korea,Men,1990,22.69638,20.2251,25.16515,21.83727,19.35787,24.31221
North Korea,Men,1991,22.76278,20.31292,25.23054,21.91201,19.45477,24.38553
North Korea,Men,1992,22.83027,20.38461,25.28936,21.98783,19.54126,24.4374
North Korea,Men,1993,22.89874,20.45681,25.34439,22.06462,19.61112,24.49937
North Korea,Men,1994,22.9682,20.52529,25.40775,22.14241,19.68737,24.56559
North Korea,Men,1995,23.03832,20.60206,25.48363,22.22086,19.7831,24.63478
North Korea,Men,1996,23.10904,20.66398,25.55313,22.29991,19.85175,24.71296
North Korea,Men,1997,23.17958,20.74351,25.63368,22.37878,19.9383,24.78797
North Korea,Men,1998,23.25,20.80119,25.6992,22.45753,20.02049,24.84023
North Korea,Men,1999,23.3203,20.86379,25.76958,22.53615,20.1021,24.91424
North Korea,Men,2000,23.39021,20.93691,25.84148,22.61439,20.1831,24.99678
North Korea,Men,2001,23.45974,21.00121,25.90453,22.69225,20.27833,25.09101
North Korea,Men,2002,23.52928,21.07071,25.97251,22.77012,20.35062,25.17582
North Korea,Men,2003,23.59983,21.14627,26.02214,22.849,20.41294,25.24747
North Korea,Men,2004,23.67114,21.21235,26.1066,22.92864,20.5013,25.33654
North Korea,Men,2005,23.74356,21.27713,26.19707,23.00938,20.58477,25.42363
North Korea,Men,2006,23.81667,21.33095,26.28291,23.09082,20.66675,25.49999
North Korea,Men,2007,23.89017,21.39846,26.3671,23.17265,20.74908,25.60365
North Korea,Men,2008,23.96409,21.4535,26.45322,23.2549,20.82594,25.69039
North Korea,Men,2009,24.03864,21.52032,26.54884,23.33778,20.88946,25.77703
North Korea,Men,2010,24.1139,21.5786,26.62852,23.42136,20.93863,25.8686
North Korea,Men,2011,24.19104,21.64521,26.71032,23.50683,21.02172,25.95674
North Korea,Men,2012,24.27053,21.72227,26.8117,23.59466,21.10408,26.06252
North Korea,Men,2013,24.35226,21.77796,26.90331,23.68471,21.1769,26.16711
North Korea,Men,2014,24.43663,21.84964,26.99922,23.77741,21.25784,26.27038
North Korea,Men,2015,24.5227,21.90757,27.12549,23.87181,21.34802,26.39083
North Korea,Men,2016,24.60952,21.95659,27.2544,23.96695,21.41027,26.51245
North Korea,Men,2017,24.69645,22.02686,27.34799,24.06222,21.46849,26.62676
Norway,Men,1985,24.36148,23.5738,25.16413,24.69113,23.96313,25.40638
Norway,Men,1986,24.44582,23.70835,25.19614,24.77089,24.09833,25.44865
Norway,Men,1987,24.52906,23.82701,25.24337,24.84954,24.21917,25.48436
Norway,Men,1988,24.612,23.94609,25.28534,24.92789,24.32979,25.52511
Norway,Men,1989,24.69458,24.05713,25.32949,25.00588,24.43644,25.56665
Norway,Men,1990,24.77693,24.17078,25.39095,25.08364,24.5459,25.61863
Norway,Men,1991,24.85927,24.27275,25.44434,25.16139,24.64635,25.67802
Norway,Men,1992,24.94194,24.38408,25.50826,25.23948,24.74103,25.73728
Norway,Men,1993,25.0248,24.47944,25.57748,25.31775,24.84145,25.79698
Norway,Men,1994,25.10768,24.57306,25.65251,25.39604,24.92403,25.8626
Norway,Men,1995,25.19086,24.6738,25.72586,25.47463,25.02464,25.92517
Norway,Men,1996,25.27499,24.76734,25.79742,25.55417,25.11002,26.0003
Norway,Men,1997,25.35985,24.84907,25.88267,25.63444,25.19683,26.07545
Norway,Men,1998,25.44553,24.93211,25.95729,25.71554,25.27434,26.14923
Norway,Men,1999,25.53151,25.01416,26.03956,25.79692,25.35409,26.23183
Norway,Men,2000,25.61712,25.09998,26.12246,25.87794,25.4219,26.31037
Norway,Men,2001,25.70254,25.17442,26.21196,25.95878,25.50302,26.39281
Norway,Men,2002,25.78734,25.25079,26.29648,26.03899,25.58339,26.4786
Norway,Men,2003,25.87028,25.32872,26.38117,26.11734,25.65196,26.56821
Norway,Men,2004,25.95081,25.39366,26.47484,26.19328,25.71684,26.65968
Norway,Men,2005,26.02783,25.45107,26.56032,26.26572,25.78017,26.74582
Norway,Men,2006,26.1006,25.51634,26.65421,26.33389,25.83443,26.82833
Norway,Men,2007,26.16825,25.55903,26.7315,26.39696,25.88517,26.91597
Norway,Men,2008,26.23084,25.59844,26.81141,26.45495,25.91261,26.99708
Norway,Men,2009,26.28835,25.63042,26.88592,26.50788,25.93047,27.07229
Norway,Men,2010,26.34062,25.64481,26.96597,26.55556,25.949,27.15503
Norway,Men,2011,26.38873,25.6454,27.04762,26.59908,25.94807,27.23478
Norway,Men,2012,26.43431,25.66173,27.14164,26.64007,25.94894,27.31492
Norway,Men,2013,26.47794,25.66608,27.24219,26.67911,25.9413,27.41593
Norway,Men,2014,26.52101,25.65664,27.35188,26.7176,25.92795,27.50894
Norway,Men,2015,26.56411,25.65027,27.47136,26.75611,25.91859,27.61389
Norway,Men,2016,26.60744,25.61596,27.57614,26.79484,25.8855,27.73559
Norway,Men,2017,26.65085,25.57975,27.67741,26.83367,25.85145,27.86749
Occupied Palestinian Territory,Men,1985,25.2154,24.02888,26.40088,24.5899,23.36405,25.76981
Occupied Palestinian Territory,Men,1986,25.30918,24.20063,26.4086,24.68242,23.54068,25.79247
Occupied Palestinian Territory,Men,1987,25.40346,24.3661,26.4271,24.77543,23.70344,25.81596
Occupied Palestinian Territory,Men,1988,25.49843,24.52241,26.44466,24.86913,23.8637,25.83367
Occupied Palestinian Territory,Men,1989,25.59386,24.67313,26.48256,24.9633,24.02767,25.86474
Occupied Palestinian Territory,Men,1990,25.69031,24.83029,26.52141,25.05848,24.18942,25.90672
Occupied Palestinian Territory,Men,1991,25.7877,24.97922,26.56833,25.15461,24.34239,25.9491
Occupied Palestinian Territory,Men,1992,25.88634,25.12763,26.61925,25.25198,24.47942,26.00625
Occupied Palestinian Territory,Men,1993,25.98577,25.27074,26.67668,25.35014,24.6202,26.07411
Occupied Palestinian Territory,Men,1994,26.08579,25.40757,26.74754,25.4489,24.75394,26.1454
Occupied Palestinian Territory,Men,1995,26.18601,25.54232,26.82669,25.54786,24.88566,26.21171
Occupied Palestinian Territory,Men,1996,26.2866,25.68111,26.89997,25.64718,25.00937,26.29283
Occupied Palestinian Territory,Men,1997,26.38681,25.80176,26.97654,25.74613,25.13449,26.37834
Occupied Palestinian Territory,Men,1998,26.48708,25.92515,27.05518,25.84513,25.25165,26.4559
Occupied Palestinian Territory,Men,1999,26.5869,26.03267,27.14133,25.94368,25.3661,26.53753
Occupied Palestinian Territory,Men,2000,26.68505,26.13473,27.22394,26.04057,25.46638,26.63084
Occupied Palestinian Territory,Men,2001,26.78122,26.24144,27.31049,26.13547,25.56216,26.73237
Occupied Palestinian Territory,Men,2002,26.87521,26.34327,27.40502,26.2282,25.65283,26.81757
Occupied Palestinian Territory,Men,2003,26.96747,26.43597,27.4979,26.31919,25.74355,26.90359
Occupied Palestinian Territory,Men,2004,27.05845,26.52973,27.58189,26.4089,25.82839,27.00455
Occupied Palestinian Territory,Men,2005,27.14704,26.62223,27.67986,26.49623,25.91448,27.09734
Occupied Palestinian Territory,Men,2006,27.23353,26.71066,27.77798,26.58145,25.98655,27.18984
Occupied Palestinian Territory,Men,2007,27.31833,26.78678,27.87589,26.66499,26.0577,27.28302
Occupied Palestinian Territory,Men,2008,27.40209,26.85842,27.96179,26.74748,26.12376,27.38469
Occupied Palestinian Territory,Men,2009,27.48453,26.92733,28.05982,26.82866,26.18699,27.48274
Occupied Palestinian Territory,Men,2010,27.56502,26.98063,28.15849,26.90788,26.24813,27.57431
Occupied Palestinian Territory,Men,2011,27.64382,27.02667,28.26392,26.98542,26.29257,27.67563
Occupied Palestinian Territory,Men,2012,27.72128,27.06577,28.37817,27.06161,26.3338,27.78182
Occupied Palestinian Territory,Men,2013,27.79774,27.10006,28.48768,27.13681,26.36505,27.9083
Occupied Palestinian Territory,Men,2014,27.87242,27.1227,28.61678,27.21022,26.38604,28.02575
Occupied Palestinian Territory,Men,2015,27.94542,27.14162,28.7275,27.28195,26.40242,28.13861
Occupied Palestinian Territory,Men,2016,28.01748,27.15717,28.86249,27.35275,26.41981,28.26175
Occupied Palestinian Territory,Men,2017,28.08868,27.15058,28.97651,27.42268,26.4192,28.38361
Oman,Men,1985,23.90875,22.98604,24.79903,22.91978,21.88978,23.94076
Oman,Men,1986,24.00324,23.15322,24.81155,23.01179,22.04717,23.96555
Oman,Men,1987,24.09792,23.31845,24.84398,23.10398,22.21328,24.00017
Oman,Men,1988,24.19315,23.47883,24.88546,23.19674,22.36109,24.03036
Oman,Men,1989,24.28885,23.61597,24.93272,23.28996,22.50984,24.07198
Oman,Men,1990,24.38571,23.76535,24.99888,23.38434,22.64984,24.1284
Oman,Men,1991,24.48345,23.90191,25.05757,23.47959,22.78119,24.1885
Oman,Men,1992,24.58237,24.02415,25.12606,23.57604,22.90681,24.2589
Oman,Men,1993,24.68223,24.14241,25.20026,23.67341,23.02248,24.3392
Oman,Men,1994,24.78226,24.26833,25.28072,23.77096,23.13581,24.41844
Oman,Men,1995,24.88254,24.38006,25.38112,23.86876,23.24858,24.50052
Oman,Men,1996,24.9826,24.48902,25.47326,23.96634,23.34997,24.60496
Oman,Men,1997,25.08196,24.58682,25.56066,24.06322,23.45339,24.69506
Oman,Men,1998,25.18075,24.69061,25.66381,24.15953,23.5563,24.78603
Oman,Men,1999,25.27839,24.80109,25.76282,24.2547,23.65225,24.8652
Oman,Men,2000,25.3739,24.90179,25.85403,24.34772,23.74924,24.95079
Oman,Men,2001,25.46696,24.99965,25.94375,24.43831,23.85016,25.0331
Oman,Men,2002,25.55798,25.08975,26.03579,24.52684,23.93511,25.11878
Oman,Men,2003,25.64693,25.18103,26.12596,24.61331,24.02172,25.20103
Oman,Men,2004,25.73403,25.26212,26.22582,24.69793,24.0947,25.28782
Oman,Men,2005,25.81863,25.34083,26.31788,24.78006,24.1843,25.37374
Oman,Men,2006,25.90104,25.40947,26.41039,24.85998,24.25838,25.46238
Oman,Men,2007,25.98144,25.47166,26.50597,24.9379,24.32906,25.55382
Oman,Men,2008,26.06094,25.52585,26.60056,25.01492,24.38372,25.64662
Oman,Men,2009,26.13928,25.57991,26.70512,25.09078,24.43603,25.74435
Oman,Men,2010,26.21572,25.62883,26.80922,25.16474,24.48574,25.84443
Oman,Men,2011,26.29083,25.67213,26.92973,25.23737,24.53118,25.96649
Oman,Men,2012,26.36494,25.71878,27.03731,25.30901,24.57087,26.07648
Oman,Men,2013,26.43793,25.73674,27.15424,25.37951,24.5998,26.17992
Oman,Men,2014,26.50928,25.76725,27.28106,25.44838,24.61904,26.29549
Oman,Men,2015,26.57878,25.76787,27.40711,25.5154,24.63101,26.4215
Oman,Men,2016,26.64741,25.78138,27.53723,25.58155,24.64051,26.54537
Oman,Men,2017,26.71534,25.77218,27.6662,25.647,24.64898,26.68242
Pakistan,Men,1985,22.15664,21.20467,23.08126,19.84349,18.89025,20.76511
Pakistan,Men,1986,22.20924,21.33686,23.06138,19.94321,19.06408,20.79364
Pakistan,Men,1987,22.26201,21.45731,23.05015,20.04309,19.22881,20.83427
Pakistan,Men,1988,22.3151,21.56534,23.0412,20.14329,19.39256,20.8796
Pakistan,Men,1989,22.36849,21.67397,23.04493,20.24379,19.54509,20.93513
Pakistan,Men,1990,22.42223,21.77712,23.062,20.34465,19.70563,20.98681
Pakistan,Men,1991,22.47638,21.87157,23.07334,20.44591,19.84931,21.05715
Pakistan,Men,1992,22.53165,21.96008,23.09404,20.54829,19.98009,21.12265
Pakistan,Men,1993,22.58847,22.04136,23.13572,20.65223,20.11049,21.20447
Pakistan,Men,1994,22.64688,22.13187,23.17457,20.75775,20.23547,21.28236
Pakistan,Men,1995,22.70697,22.20689,23.22403,20.86495,20.35944,21.37908
Pakistan,Men,1996,22.76859,22.28277,23.27072,20.97369,20.47351,21.4823
Pakistan,Men,1997,22.83167,22.35068,23.3208,21.08388,20.58864,21.5812
Pakistan,Men,1998,22.89595,22.42116,23.37407,21.19527,20.71092,21.67796
Pakistan,Men,1999,22.96104,22.4834,23.43639,21.30748,20.82622,21.78282
Pakistan,Men,2000,23.02601,22.55133,23.49866,21.41956,20.94316,21.89418
Pakistan,Men,2001,23.08994,22.61712,23.5589,21.5306,21.04958,21.99881
Pakistan,Men,2002,23.15231,22.68951,23.61706,21.64009,21.16544,22.10398
Pakistan,Men,2003,23.2124,22.75623,23.67041,21.74728,21.28073,22.21338
Pakistan,Men,2004,23.26925,22.81978,23.72388,21.85125,21.3947,22.31062
Pakistan,Men,2005,23.32256,22.87008,23.77365,21.95167,21.49377,22.40834
Pakistan,Men,2006,23.37209,22.91824,23.82011,22.04831,21.59138,22.50149
